"","Gene","Clinical.feature","Cancer","Sample.type","comparison","comp.x","comp.y","p.value","p.adj","log2FC","method"
"590","TMPRSS2","stage","TGCT","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"591","TMPRSS2","stage","THCA","Tumor","III-IV",8.75028239442826,8.40345091950647,0.533251638798766,0.999999365038268,0.346831474921787,"Tukey HSD test with ANOVA fit"
"592","TMPRSS2","stage","THCA","Tumor","II-IV",7.6746362582541,8.40345091950647,0.0765114088371452,0.999999365038268,-0.728814661252373,"Tukey HSD test with ANOVA fit"
"593","TMPRSS2","stage","THCA","Tumor","I-IV",8.59681246419968,8.40345091950647,0.83596698878152,0.999999365038268,0.193361544693209,"Tukey HSD test with ANOVA fit"
"594","TMPRSS2","stage","THCA","Tumor","II-III",7.6746362582541,8.75028239442826,0.000281561874849956,0.0245700167775054,-1.07564613617416,"Tukey HSD test with ANOVA fit"
"595","TMPRSS2","stage","THCA","Tumor","I-III",8.59681246419968,8.75028239442826,0.816083291061849,0.999999365038268,-0.153469930228578,"Tukey HSD test with ANOVA fit"
"596","TMPRSS2","stage","THCA","Tumor","I-II",8.59681246419968,7.6746362582541,0.000614250419437634,0.0245700167775054,0.922176205945582,"Tukey HSD test with ANOVA fit"
"597","TMPRSS2","stage","THYM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"598","TMPRSS2","stage","UCEC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"599","TMPRSS2","stage","UCS","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"600","TMPRSS2","stage","UVM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"601","ACE2","grade","ACC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"602","ACE2","grade","BLCA","Tumor","G1G2-G3G4",4.63249632671819,4.9196285048622,0.384126620117175,0.61460259218748,-0.287132178144007,"Welch Two Sample t-test"
"603","ACE2","grade","BRCA","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"604","ACE2","grade","CESC","Tumor","G1G2-G3G4",6.04891083652424,5.67820599873858,0.0738626351657417,0.161154840361618,0.370704837785661,"Welch Two Sample t-test"
"605","ACE2","grade","CHOL","Tumor","G1G2-G3G4",6.71372211171463,6.9597780794587,0.81080648261794,0.926635980134789,-0.246055967744075,"Welch Two Sample t-test"
"606","ACE2","grade","COAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"607","ACE2","grade","DLBC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"608","ACE2","grade","ESCA","Tumor","G1G2-G3G4",6.10805682081683,5.77780872598476,0.446054837080524,0.629724475878386,0.330248094832063,"Welch Two Sample t-test"
"609","ACE2","grade","GBM","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"610","ACE2","grade","HNSC","Tumor","G1G2-G3G4",6.38108349538204,5.59116737156886,1.49982723538597e-05,0.000119986178830877,0.789916123813184,"Welch Two Sample t-test"
"611","ACE2","grade","KICH","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"612","ACE2","grade","KIRC","Tumor","G1G2-G3G4",9.8869906737396,9.28749111581303,0.0119807686852706,0.0316017339015096,0.599499557926572,"Welch Two Sample t-test"
"613","ACE2","grade","KIRP","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"614","ACE2","grade","LAML","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"615","ACE2","grade","LGG","Tumor","G1G2-G3G4",2.58580197710307,2.72296756926434,0.0123582877866313,0.0316017339015096,-0.137165592161271,"Welch Two Sample t-test"
"616","ACE2","grade","LIHC","Tumor","G1G2-G3G4",5.39209773811644,4.65895747517402,0.013167389125629,0.0316017339015096,0.733140262942426,"Welch Two Sample t-test"
"617","ACE2","grade","LUAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"618","ACE2","grade","LUSC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"619","ACE2","grade","MESO","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"620","ACE2","grade","OV","Tumor","G1G2-G3G4",3.80464472785246,4.01031252994429,0.41840002198719,0.627600032980785,-0.205667802091831,"Welch Two Sample t-test"
"621","ACE2","grade","PAAD","Tumor","G1G2-G3G4",7.29671084872231,7.26001184247016,0.913157636632432,0.940702519013304,0.0366990062521513,"Welch Two Sample t-test"
"622","ACE2","grade","PCPG","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"623","ACE2","grade","PRAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"624","ACE2","grade","READ","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"625","ACE2","grade","SARC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"626","ACE2","grade","SKCMmets","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"627","ACE2","grade","SKCMprimary","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"628","ACE2","grade","STAD","Tumor","G1G2-G3G4",6.72929417563421,6.64315584296844,0.747654141609072,0.897184969930887,0.0861383326657652,"Welch Two Sample t-test"
"629","ACE2","grade","TGCT","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"630","ACE2","grade","THCA","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"631","ACE2","grade","THYM","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"632","ACE2","grade","UCEC","Tumor","G1G2-G3G4",5.10668257078619,4.59816897985375,3.93898787383118e-05,0.000189071417943897,0.508513590932442,"Welch Two Sample t-test"
"633","ACE2","grade","UCS","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"634","ACE2","grade","UVM","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"635","TMPRSS2","grade","ACC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"636","TMPRSS2","grade","BLCA","Tumor","G1G2-G3G4",10.6196309869228,8.88542305871442,3.80946691111433e-05,0.000189071417943897,1.73420792820839,"Welch Two Sample t-test"
"637","TMPRSS2","grade","BRCA","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"638","TMPRSS2","grade","CESC","Tumor","G1G2-G3G4",8.59873586087203,7.38264365212659,5.77017421212359e-05,0.000230806968484944,1.21609220874544,"Welch Two Sample t-test"
"639","TMPRSS2","grade","CHOL","Tumor","G1G2-G3G4",10.4866752531196,9.6126096208146,0.211922084057089,0.363295001240725,0.874065632305017,"Welch Two Sample t-test"
"640","TMPRSS2","grade","COAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"641","TMPRSS2","grade","DLBC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"642","TMPRSS2","grade","ESCA","Tumor","G1G2-G3G4",8.20364880080406,9.00826622425876,0.183110284817533,0.338049756586216,-0.804617423454705,"Welch Two Sample t-test"
"643","TMPRSS2","grade","GBM","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"644","TMPRSS2","grade","HNSC","Tumor","G1G2-G3G4",5.94253504401084,6.41547067211136,0.115297371614618,0.230594743229236,-0.472935628100521,"Welch Two Sample t-test"
"645","TMPRSS2","grade","KICH","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"646","TMPRSS2","grade","KIRC","Tumor","G1G2-G3G4",4.16444301690673,4.29339686237457,0.49798249624154,0.663976661655386,-0.128953845467842,"Welch Two Sample t-test"
"647","TMPRSS2","grade","KIRP","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"648","TMPRSS2","grade","LAML","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"649","TMPRSS2","grade","LGG","Tumor","G1G2-G3G4",3.18810659044148,3.18085388246162,0.940702519013304,0.940702519013304,0.00725270797985589,"Welch Two Sample t-test"
"650","TMPRSS2","grade","LIHC","Tumor","G1G2-G3G4",9.72304996259568,9.13395803152428,0.000604468043903451,0.00207246186481183,0.589091931071405,"Welch Two Sample t-test"
"651","TMPRSS2","grade","LUAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"652","TMPRSS2","grade","LUSC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"653","TMPRSS2","grade","MESO","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"654","TMPRSS2","grade","OV","Tumor","G1G2-G3G4",5.31845812775861,5.26845503671065,0.904916759842367,0.940702519013304,0.0500030910479632,"Welch Two Sample t-test"
"655","TMPRSS2","grade","PAAD","Tumor","G1G2-G3G4",10.4871766442753,10.3936229210794,0.729434278282666,0.897184969930887,0.0935537231958268,"Welch Two Sample t-test"
"656","TMPRSS2","grade","PCPG","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"657","TMPRSS2","grade","PRAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"658","TMPRSS2","grade","READ","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"659","TMPRSS2","grade","SARC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"660","TMPRSS2","grade","SKCMmets","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"661","TMPRSS2","grade","SKCMprimary","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"662","TMPRSS2","grade","STAD","Tumor","G1G2-G3G4",11.5418305938815,10.7793849627417,6.58984262382872e-07,7.90781114859446e-06,0.762445631139823,"Welch Two Sample t-test"
"663","TMPRSS2","grade","TGCT","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"664","TMPRSS2","grade","THCA","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"665","TMPRSS2","grade","THYM","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"666","TMPRSS2","grade","UCEC","Tumor","G1G2-G3G4",9.56444907273885,8.38934528705266,1.0415362070527e-17,2.49968689692648e-16,1.17510378568619,"Welch Two Sample t-test"
"667","TMPRSS2","grade","UCS","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"668","TMPRSS2","grade","UVM","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"669","ACE2","menopause","ACC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"670","ACE2","menopause","ACC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"671","ACE2","menopause","BLCA","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"672","ACE2","menopause","BLCA","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"673","ACE2","menopause","BRCA","Normal","NotPost-Post",5.01832564671895,4.71752775662233,0.195276530621725,0.390553061243451,0.300797890096621,"Welch Two Sample t-test"
"674","ACE2","menopause","BRCA","Tumor","NotPost-Post",3.26623234092131,3.17083879758203,0.47512068180421,0.579681361990682,0.0953935433392821,"Welch Two Sample t-test"
"675","ACE2","menopause","CESC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"676","ACE2","menopause","CESC","Tumor","NotPost-Post",5.80750080941823,6.2309647274693,0.0808358111976297,0.323343244790519,-0.423463918051068,"Welch Two Sample t-test"
"677","ACE2","menopause","CHOL","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"678","ACE2","menopause","CHOL","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"679","ACE2","menopause","COAD","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"680","ACE2","menopause","COAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"681","ACE2","menopause","DLBC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"682","ACE2","menopause","DLBC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"683","ACE2","menopause","ESCA","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"684","ACE2","menopause","ESCA","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"685","ACE2","menopause","GBM","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"686","ACE2","menopause","GBM","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"687","ACE2","menopause","HNSC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"688","ACE2","menopause","HNSC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"689","ACE2","menopause","KICH","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"690","ACE2","menopause","KICH","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"691","ACE2","menopause","KIRC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"692","ACE2","menopause","KIRC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"693","ACE2","menopause","KIRP","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"694","ACE2","menopause","KIRP","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"695","ACE2","menopause","LAML","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"696","ACE2","menopause","LAML","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"697","ACE2","menopause","LGG","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"698","ACE2","menopause","LGG","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"699","ACE2","menopause","LIHC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"700","ACE2","menopause","LIHC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"701","ACE2","menopause","LUAD","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"702","ACE2","menopause","LUAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"703","ACE2","menopause","LUSC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"704","ACE2","menopause","LUSC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"705","ACE2","menopause","MESO","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"706","ACE2","menopause","MESO","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"707","ACE2","menopause","OV","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"708","ACE2","menopause","OV","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"709","ACE2","menopause","PAAD","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"710","ACE2","menopause","PAAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"711","ACE2","menopause","PCPG","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"712","ACE2","menopause","PCPG","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"713","ACE2","menopause","PRAD","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"714","ACE2","menopause","PRAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"715","ACE2","menopause","READ","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"716","ACE2","menopause","READ","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"717","ACE2","menopause","SARC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"718","ACE2","menopause","SARC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"719","ACE2","menopause","SKCMmets","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"720","ACE2","menopause","SKCMmets","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"721","ACE2","menopause","SKCMprimary","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"722","ACE2","menopause","SKCMprimary","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"723","ACE2","menopause","STAD","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"724","ACE2","menopause","STAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"725","ACE2","menopause","TGCT","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"726","ACE2","menopause","TGCT","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"727","ACE2","menopause","THCA","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"728","ACE2","menopause","THCA","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"729","ACE2","menopause","THYM","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"730","ACE2","menopause","THYM","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"731","ACE2","menopause","UCEC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"732","ACE2","menopause","UCEC","Tumor","NotPost-Post",4.94403598050063,4.80627759519644,0.489352470879373,0.579681361990682,0.137758385304193,"Welch Two Sample t-test"
"733","ACE2","menopause","UCS","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"734","ACE2","menopause","UCS","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"735","ACE2","menopause","UVM","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"736","ACE2","menopause","UVM","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"737","TMPRSS2","menopause","ACC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"738","TMPRSS2","menopause","ACC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"739","TMPRSS2","menopause","BLCA","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"740","TMPRSS2","menopause","BLCA","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"741","TMPRSS2","menopause","BRCA","Normal","NotPost-Post",9.35407677392355,8.36339259716389,0.0756978647299633,0.323343244790519,0.990684176759654,"Welch Two Sample t-test"
"742","TMPRSS2","menopause","BRCA","Tumor","NotPost-Post",7.6283887601424,7.71337343257302,0.507221191741847,0.579681361990682,-0.0849846724306227,"Welch Two Sample t-test"
"743","TMPRSS2","menopause","CESC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"744","TMPRSS2","menopause","CESC","Tumor","NotPost-Post",8.25619692510055,8.21525596681814,0.904625732386254,0.904625732386254,0.0409409582824143,"Welch Two Sample t-test"
"745","TMPRSS2","menopause","CHOL","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"746","TMPRSS2","menopause","CHOL","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"747","TMPRSS2","menopause","COAD","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"748","TMPRSS2","menopause","COAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"749","TMPRSS2","menopause","DLBC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"750","TMPRSS2","menopause","DLBC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"751","TMPRSS2","menopause","ESCA","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"752","TMPRSS2","menopause","ESCA","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"753","TMPRSS2","menopause","GBM","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"754","TMPRSS2","menopause","GBM","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"755","TMPRSS2","menopause","HNSC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"756","TMPRSS2","menopause","HNSC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"757","TMPRSS2","menopause","KICH","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"758","TMPRSS2","menopause","KICH","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"759","TMPRSS2","menopause","KIRC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"760","TMPRSS2","menopause","KIRC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"761","TMPRSS2","menopause","KIRP","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"762","TMPRSS2","menopause","KIRP","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"763","TMPRSS2","menopause","LAML","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"764","TMPRSS2","menopause","LAML","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"765","TMPRSS2","menopause","LGG","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"766","TMPRSS2","menopause","LGG","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"767","TMPRSS2","menopause","LIHC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"768","TMPRSS2","menopause","LIHC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"769","TMPRSS2","menopause","LUAD","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"770","TMPRSS2","menopause","LUAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"771","TMPRSS2","menopause","LUSC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"772","TMPRSS2","menopause","LUSC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"773","TMPRSS2","menopause","MESO","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"774","TMPRSS2","menopause","MESO","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"775","TMPRSS2","menopause","OV","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"776","TMPRSS2","menopause","OV","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"777","TMPRSS2","menopause","PAAD","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"778","TMPRSS2","menopause","PAAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"779","TMPRSS2","menopause","PCPG","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"780","TMPRSS2","menopause","PCPG","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"781","TMPRSS2","menopause","PRAD","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"782","TMPRSS2","menopause","PRAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"783","TMPRSS2","menopause","READ","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"784","TMPRSS2","menopause","READ","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"785","TMPRSS2","menopause","SARC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"786","TMPRSS2","menopause","SARC","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"787","TMPRSS2","menopause","SKCMmets","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"788","TMPRSS2","menopause","SKCMmets","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"789","TMPRSS2","menopause","SKCMprimary","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"790","TMPRSS2","menopause","SKCMprimary","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"791","TMPRSS2","menopause","STAD","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"792","TMPRSS2","menopause","STAD","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"793","TMPRSS2","menopause","TGCT","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"794","TMPRSS2","menopause","TGCT","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"795","TMPRSS2","menopause","THCA","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"796","TMPRSS2","menopause","THCA","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"797","TMPRSS2","menopause","THYM","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"798","TMPRSS2","menopause","THYM","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"799","TMPRSS2","menopause","UCEC","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"800","TMPRSS2","menopause","UCEC","Tumor","NotPost-Post",9.17032428083249,8.85609393807473,0.141208702182812,0.376556539154164,0.314230342757757,"Welch Two Sample t-test"
"801","TMPRSS2","menopause","UCS","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"802","TMPRSS2","menopause","UCS","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"803","TMPRSS2","menopause","UVM","Normal",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"804","TMPRSS2","menopause","UVM","Tumor",NA,NA,NA,NA,NA,NA,"Welch Two Sample t-test"
"805","ACE2","bmi.group","ACC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"806","ACE2","bmi.group","ACC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"807","ACE2","bmi.group","BLCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"808","ACE2","bmi.group","BLCA","Tumor","level3-level4",4.77946375272938,5.2671276838184,0.723795301338113,0.999990293039278,-0.487663931089021,"Tukey HSD test with ANOVA fit"
"809","ACE2","bmi.group","BLCA","Tumor","level2-level4",4.93102227228991,5.2671276838184,0.851010328525215,0.999990293039278,-0.336105411528493,"Tukey HSD test with ANOVA fit"
"810","ACE2","bmi.group","BLCA","Tumor","level1-level4",4.84396537102387,5.2671276838184,0.729680360873659,0.999990293039278,-0.423162312794533,"Tukey HSD test with ANOVA fit"
"811","ACE2","bmi.group","BLCA","Tumor","level2-level3",4.93102227228991,4.77946375272938,0.969920599083339,0.999990293039278,0.151558519560528,"Tukey HSD test with ANOVA fit"
"812","ACE2","bmi.group","BLCA","Tumor","level1-level3",4.84396537102387,4.77946375272938,0.997334880323228,0.999990293039278,0.0645016182944884,"Tukey HSD test with ANOVA fit"
"813","ACE2","bmi.group","BLCA","Tumor","level1-level2",4.84396537102387,4.93102227228991,0.985817641944088,0.999990293039278,-0.08705690126604,"Tukey HSD test with ANOVA fit"
"814","ACE2","bmi.group","BRCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"815","ACE2","bmi.group","BRCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"816","ACE2","bmi.group","CESC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
