"","Cancer","Sample.type","Sample.total","Gene1","Gene2","estimate","statistic","p.value","method","alternative","p.adj"
"586","SARC","Normal",2,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"587","SKCMmets","Tumor",367,"TMPRSS2","TGFb.gene19",-0.0162445454308398,8372245.32299016,0.756439609332254,"Spearman's rank correlation rho","two.sided",0.829812504463789
"588","SKCMmets","Normal",1,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"589","SKCMprimary","Tumor",103,"TMPRSS2","TGFb.gene19",-0.0578027698797094,192630.115606175,0.561941685988816,"Spearman's rank correlation rho","two.sided",0.679191605202767
"590","SKCMprimary","Normal",0,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"591","STAD","Tumor",374,"TMPRSS2","TGFb.gene19",-0.284632402119669,8489596,1.01454547316937e-07,"Spearman's rank correlation rho","two.sided",1.07090911056767e-06
"592","STAD","Normal",30,"TMPRSS2","TGFb.gene19",-0.858064516129032,8352,6.33584304700355e-07,"Spearman's rank correlation rho","two.sided",5.47186444968488e-06
"593","TGCT","Tumor",134,"TMPRSS2","TGFb.gene19",0.562777590743027,175324,0,"Spearman's rank correlation rho","two.sided",0
"594","TGCT","Normal",0,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"595","THCA","Tumor",502,"TMPRSS2","TGFb.gene19",0.164404085305188,17617914,0.000220042331802381,"Spearman's rank correlation rho","two.sided",0.00130650134507664
"596","THCA","Normal",58,"TMPRSS2","TGFb.gene19",0.339936632932419,21458,0.0093382485309181,"Spearman's rank correlation rho","two.sided",0.0321425221172906
"597","THYM","Tumor",119,"TMPRSS2","TGFb.gene19",0.112014755840726,249381.775969691,0.225183362701515,"Spearman's rank correlation rho","two.sided",0.36837167694661
"598","THYM","Normal",2,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"599","UCEC","Tumor",530,"TMPRSS2","TGFb.gene19",-0.176231170235925,29185524.0881156,4.51251161865057e-05,"Spearman's rank correlation rho","two.sided",0.00031064391577667
"600","UCEC","Normal",22,"TMPRSS2","TGFb.gene19",-0.640880858272163,2906,0.0016814781614929,"Spearman's rank correlation rho","two.sided",0.00815002170111353
"601","UCS","Tumor",56,"TMPRSS2","TGFb.gene19",-0.139578598424317,33344.0697898955,0.304898492017919,"Spearman's rank correlation rho","two.sided",0.449772620212769
"602","UCS","Normal",0,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"603","UVM","Tumor",80,"TMPRSS2","TGFb.gene19",-0.115060518016513,95136.9633971689,0.309479067473367,"Spearman's rank correlation rho","two.sided",0.451996317278673
"604","UVM","Normal",0,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"605","ACC","Tumor",79,"TMPRSS2","ISG.gene38",-0.0597568520673641,87069.6229658546,0.600881992195074,"Spearman's rank correlation rho","two.sided",0.708235598741092
"606","ACC","Normal",0,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"607","BLCA","Tumor",408,"TMPRSS2","ISG.gene38",-0.383908570350316,15665130.9195433,8.91247546609975e-16,"Spearman's rank correlation rho","two.sided",3.52785487199782e-14
"608","BLCA","Normal",19,"TMPRSS2","ISG.gene38",0.671929824561404,374,0.00214415926335022,"Spearman's rank correlation rho","two.sided",0.00998505539305251
"609","BRCA","Tumor",1084,"TMPRSS2","ISG.gene38",-0.0386580092401895,220500105.19329,0.203448018342144,"Spearman's rank correlation rho","two.sided",0.340273974339854
"610","BRCA","Normal",113,"TMPRSS2","ISG.gene38",0.0719775745618385,223155.984510562,0.448685526137731,"Spearman's rank correlation rho","two.sided",0.585456214577004
"611","CESC","Tumor",304,"TMPRSS2","ISG.gene38",-0.131795305336979,5299473.06589766,0.0215334584255252,"Spearman's rank correlation rho","two.sided",0.063138226864966
"612","CESC","Normal",3,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"613","CHOL","Tumor",36,"TMPRSS2","ISG.gene38",-0.215701415701416,9446,0.205661665856423,"Spearman's rank correlation rho","two.sided",0.342769443094039
"614","CHOL","Normal",9,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"615","COAD","Tumor",447,"TMPRSS2","ISG.gene38",0.0331938795471841,14391582,0.483764463797882,"Spearman's rank correlation rho","two.sided",0.612446962916862
"616","COAD","Normal",41,"TMPRSS2","ISG.gene38",0.406620209059234,6812,0.00877713623130684,"Spearman's rank correlation rho","two.sided",0.0313469151118101
"617","DLBC","Tumor",48,"TMPRSS2","ISG.gene38",0.100982248229625,16563.5030586174,0.494649495023544,"Spearman's rank correlation rho","two.sided",0.621583360148633
"618","DLBC","Normal",0,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"619","ESCA","Tumor",161,"TMPRSS2","ISG.gene38",0.0846704623878537,636630,0.285240531564918,"Spearman's rank correlation rho","two.sided",0.427716278911702
"620","ESCA","Normal",9,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"621","GBM","Tumor",152,"TMPRSS2","ISG.gene38",0.112499541868165,519432.718133568,0.167610444533326,"Spearman's rank correlation rho","two.sided",0.301571822550491
"622","GBM","Normal",0,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"623","HNSC","Tumor",500,"TMPRSS2","ISG.gene38",-0.222714248136497,25473111.6099897,4.88181037103668e-07,"Spearman's rank correlation rho","two.sided",4.45934601200466e-06
"624","HNSC","Normal",44,"TMPRSS2","ISG.gene38",0.251585623678647,10620,0.0995088598512516,"Spearman's rank correlation rho","two.sided",0.207310124690108
"625","KICH","Tumor",65,"TMPRSS2","ISG.gene38",-0.0313811188811189,47196,0.803606899665259,"Spearman's rank correlation rho","two.sided",0.863604699866511
"626","KICH","Normal",24,"TMPRSS2","ISG.gene38",-0.105217391304348,2542,0.623426976456726,"Spearman's rank correlation rho","two.sided",0.724028884638007
"627","KIRC","Tumor",530,"TMPRSS2","ISG.gene38",-0.165955712996761,28930561.7878818,0.000123932531047069,"Spearman's rank correlation rho","two.sided",0.000784906029964768
"628","KIRC","Normal",72,"TMPRSS2","ISG.gene38",0.120232812399511,54718,0.313663438423945,"Spearman's rank correlation rho","two.sided",0.451996317278673
"629","KIRP","Tumor",288,"TMPRSS2","ISG.gene38",-0.0859325078668483,4323384,0.145687820144951,"Spearman's rank correlation rho","two.sided",0.271379272819027
"630","KIRP","Normal",32,"TMPRSS2","ISG.gene38",-0.214442815249267,6626,0.237561077205388,"Spearman's rank correlation rho","two.sided",0.382513598890031
"631","LGG","Tumor",510,"TMPRSS2","ISG.gene38",0.157547317969027,18625293.5122038,0.000354918546735158,"Spearman's rank correlation rho","two.sided",0.00193777367470345
"632","LGG","Normal",0,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"633","LIHC","Tumor",371,"TMPRSS2","ISG.gene38",0.141496039122332,7306504,0.00637255958057926,"Spearman's rank correlation rho","two.sided",0.0242233707676113
"634","LIHC","Normal",50,"TMPRSS2","ISG.gene38",-0.21594237695078,25322,0.131816884282267,"Spearman's rank correlation rho","two.sided",0.250866969475568
"635","LUAD","Tumor",512,"TMPRSS2","ISG.gene38",-0.13645303452993,25421927.0682265,0.00197132226013997,"Spearman's rank correlation rho","two.sided",0.00936378073566488
"636","LUAD","Normal",59,"TMPRSS2","ISG.gene38",-0.663822326125073,56936,2.80704518122992e-08,"Spearman's rank correlation rho","two.sided",3.4188370797031e-07
"637","LUSC","Tumor",501,"TMPRSS2","ISG.gene38",0.110349691056135,18645736,0.0134957377608377,"Spearman's rank correlation rho","two.sided",0.0439073660027255
"638","LUSC","Normal",49,"TMPRSS2","ISG.gene38",-0.410408163265306,27644,0.00364621197181347,"Spearman's rank correlation rho","two.sided",0.014802997321465
"639","MESO","Tumor",86,"TMPRSS2","ISG.gene38",0.149223877945829,90178.0150571319,0.170285544195238,"Spearman's rank correlation rho","two.sided",0.304081328920067
"640","MESO","Normal",0,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"641","OV","Tumor",264,"TMPRSS2","ISG.gene38",-0.0820400609801927,3318162.41020064,0.183877964710684,"Spearman's rank correlation rho","two.sided",0.31417997567473
"642","OV","Normal",0,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"643","PAAD","Tumor",177,"TMPRSS2","ISG.gene38",0.260268606845449,683642,0.000487446205144735,"Spearman's rank correlation rho","two.sided",0.00257263274937499
"644","PAAD","Normal",4,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"645","PCPG","Tumor",178,"TMPRSS2","ISG.gene38",-0.0856119113061003,1020398.11818203,0.255853769434981,"Spearman's rank correlation rho","two.sided",0.398460788464315
"646","PCPG","Normal",3,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"647","PRAD","Tumor",495,"TMPRSS2","ISG.gene38",-0.0761492751730443,21753798,0.0905672182777907,"Spearman's rank correlation rho","two.sided",0.192912236241931
"648","PRAD","Normal",52,"TMPRSS2","ISG.gene38",0.142747374711859,20082,0.311742183810742,"Spearman's rank correlation rho","two.sided",0.451996317278673
"649","READ","Tumor",159,"TMPRSS2","ISG.gene38",-0.0258150226892763,687214,0.74643749791856,"Spearman's rank correlation rho","two.sided",0.822639933900965
"650","READ","Normal",10,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"651","SARC","Tumor",259,"TMPRSS2","ISG.gene38",-0.0624142473341314,3076347.94286566,0.317030130951596,"Spearman's rank correlation rho","two.sided",0.453582265668699
"652","SARC","Normal",2,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"653","SKCMmets","Tumor",367,"TMPRSS2","ISG.gene38",-0.069881879380148,8814131.99319548,0.181611105135669,"Spearman's rank correlation rho","two.sided",0.311426985340949
"654","SKCMmets","Normal",1,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"655","SKCMprimary","Tumor",103,"TMPRSS2","ISG.gene38",-0.064996540404355,193940.129993795,0.514218853059517,"Spearman's rank correlation rho","two.sided",0.639408259694426
"656","SKCMprimary","Normal",0,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"657","STAD","Tumor",374,"TMPRSS2","ISG.gene38",0.120812640536999,5810180,0.0257381398569959,"Spearman's rank correlation rho","two.sided",0.0714948329360998
"658","STAD","Normal",30,"TMPRSS2","ISG.gene38",0.765962180200222,1052,2.54328282685577e-06,"Spearman's rank correlation rho","two.sided",2.04755820806185e-05
"659","TGCT","Tumor",134,"TMPRSS2","ISG.gene38",-0.478292746792354,592788,7.81047370494928e-09,"Spearman's rank correlation rho","two.sided",1.03054861384747e-07
"660","TGCT","Normal",0,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"661","THCA","Tumor",502,"TMPRSS2","ISG.gene38",0.286936491127904,15034410,6.98584076313193e-11,"Spearman's rank correlation rho","two.sided",1.18509798660274e-09
"662","THCA","Normal",58,"TMPRSS2","ISG.gene38",0.108308468424129,28988,0.41732358373671,"Spearman's rank correlation rho","two.sided",0.558390710633626
"663","THYM","Tumor",119,"TMPRSS2","ISG.gene38",-0.140928221967838,320418.281857448,0.126324303407898,"Spearman's rank correlation rho","two.sided",0.24591821360144
"664","THYM","Normal",2,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"665","UCEC","Tumor",530,"TMPRSS2","ISG.gene38",-0.234723047263071,30636868.1173615,4.56325449564257e-08,"Spearman's rank correlation rho","two.sided",5.16082353673862e-07
"666","UCEC","Normal",22,"TMPRSS2","ISG.gene38",0.562958780350085,774,0.00725837851938545,"Spearman's rank correlation rho","two.sided",0.0269353890367819
"667","UCS","Tumor",56,"TMPRSS2","ISG.gene38",0.308275944610024,20239.8458607107,0.0208050418284005,"Spearman's rank correlation rho","two.sided",0.0618340766079866
"668","UCS","Normal",0,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
"669","UVM","Tumor",80,"TMPRSS2","ISG.gene38",0.00500365258013826,84893.0883618626,0.964864602770246,"Spearman's rank correlation rho","two.sided",0.977208286387776
"670","UVM","Normal",0,"TMPRSS2","ISG.gene38",NA,NA,NA,NA,NA,NA
