"","Cancer","Sample.type","Sample.total","Sample.xcell.isNA","Sample.gene.isNA","Sample.xcell.pass","Gene1","Gene2","estimate","statistic","p.value","method","alternative","p.adj","p.value.2","p.adj.2"
"6636","OV","Normal",0,0,0,0,"Macrophages","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6637","PAAD","Tumor",177,0,0,177,"Macrophages","TMPRSS2",-0.125105230020114,1039795.25105907,0.097085764934408,"Spearman's rank correlation rho","two.sided",0.245259154387518,0.097085764934408,0.246713972288358
"6638","PAAD","Normal",4,0,0,4,"Macrophages","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6639","PCPG","Tumor",178,0,0,178,"Macrophages","TMPRSS2",-0.00439095247296535,944056.183566962,0.953613087831241,"Spearman's rank correlation rho","two.sided",0.979798554626801,0.953613087831241,0.979403840713763
"6640","PCPG","Normal",3,0,0,3,"Macrophages","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6641","PRAD","Tumor",495,0,0,495,"Macrophages","TMPRSS2",0.03420893449858,19522964.1777571,0.447614018401655,"Spearman's rank correlation rho","two.sided",0.66181492859344,0.447614018401655,0.663948373115811
"6642","PRAD","Normal",52,0,0,52,"Macrophages","TMPRSS2",-0.00324432776322008,23502.0016221812,0.981788660520146,"Spearman's rank correlation rho","two.sided",0.992555255811927,0.981788660520146,0.992240169880307
"6643","READ","Tumor",159,0,0,159,"Macrophages","TMPRSS2",-0.100756932428716,737419.084172645,0.206341124455932,"Spearman's rank correlation rho","two.sided",0.409481475874841,0.206341124455932,0.411403673338697
"6644","READ","Normal",10,0,0,10,"Macrophages","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6645","SARC","Tumor",259,0,0,259,"Macrophages","TMPRSS2",0.0160221566631478,2849225.92272306,0.797471014442637,"Spearman's rank correlation rho","two.sided",0.900302900214155,0.797471014442637,0.900463401354084
"6646","SARC","Normal",2,0,0,2,"Macrophages","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6647","SKCMmets","Tumor",367,0,0,367,"Macrophages","TMPRSS2",-0.0857037754893085,8944479.35525153,0.101158175285717,"Spearman's rank correlation rho","two.sided",0.252043538187405,0.101158175285717,0.253458586818976
"6648","SKCMmets","Normal",1,0,0,1,"Macrophages","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6649","SKCMprimary","Tumor",103,0,0,103,"Macrophages","TMPRSS2",-0.230563091028831,224090.461128714,0.0191260885995094,"Spearman's rank correlation rho","two.sided",0.0720740815056155,0.0191260885995094,0.0725406456495748
"6650","SKCMprimary","Normal",0,0,0,0,"Macrophages","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6651","STAD","Tumor",374,0,33,374,"Macrophages","TMPRSS2",0.0793057420571159,6084481.65915618,0.143905763971561,"Spearman's rank correlation rho","two.sided",0.323343187786329,0.143905763971561,0.324924348528875
"6652","STAD","Normal",30,0,0,30,"Macrophages","TMPRSS2",0.681138894476698,1433.28066932724,3.42516747311619e-05,"Spearman's rank correlation rho","two.sided",0.000357171972073641,3.42516747311619e-05,0.000355749018233401
"6653","TGCT","Tumor",134,0,0,134,"Macrophages","TMPRSS2",-0.294341040747043,519024.28563436,0.000556193352744956,"Spearman's rank correlation rho","two.sided",0.00396630708162631,0.000556193352744956,0.00394793319074574
"6654","TGCT","Normal",0,0,0,0,"Macrophages","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6655","THCA","Tumor",502,0,0,502,"Macrophages","TMPRSS2",0.19224632927929,17030881.1396468,1.44354671392308e-05,"Spearman's rank correlation rho","two.sided",0.000169104984295851,1.44354671392308e-05,0.000168997877337122
"6656","THCA","Normal",58,0,0,58,"Macrophages","TMPRSS2",0.103448275862069,29146,0.438625333958137,"Spearman's rank correlation rho","two.sided",0.654644708894348,0.438625333958137,0.65707286221145
"6657","THYM","Tumor",119,0,0,119,"Macrophages","TMPRSS2",-0.0997388259877554,308850.651890401,0.280484591525452,"Spearman's rank correlation rho","two.sided",0.497952131368519,0.280484591525452,0.499479594990812
"6658","THYM","Normal",2,0,0,2,"Macrophages","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6659","UCEC","Tumor",530,0,0,530,"Macrophages","TMPRSS2",-0.145029323551575,28411320.6228077,0.000812024406797469,"Spearman's rank correlation rho","two.sided",0.00546013451547431,0.000812024406797469,0.00545177933226676
"6660","UCEC","Normal",22,0,0,22,"Macrophages","TMPRSS2",0.256747276418454,1316.30057346292,0.248737670427996,"Spearman's rank correlation rho","two.sided",0.461259775702426,0.248737670427996,0.462838746432637
"6661","UCS","Tumor",56,0,0,56,"Macrophages","TMPRSS2",0.335604108604242,19440.2237822399,0.0114521573688953,"Spearman's rank correlation rho","two.sided",0.047957322596144,0.0114521573688953,0.0483217417870886
"6662","UCS","Normal",0,0,0,0,"Macrophages","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6663","UVM","Tumor",80,0,0,80,"Macrophages","TMPRSS2",0.00366473286670746,85007.3249918125,0.97426264703488,"Spearman's rank correlation rho","two.sided",0.988895087619263,0.97426264703488,0.98853369048679
"6664","UVM","Normal",0,0,0,0,"Macrophages","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6665","ACC","Tumor",79,0,0,79,"Macrophages.M1","TMPRSS2",-0.333446282490942,109555.946569456,0.00267384162176779,"Spearman's rank correlation rho","two.sided",0.0149064912848947,0.00267384162176779,0.0149597253166308
"6666","ACC","Normal",0,0,0,0,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6667","BLCA","Tumor",408,0,0,408,"Macrophages.M1","TMPRSS2",-0.32465326680408,14994391.4591365,1.81163806218958e-11,"Spearman's rank correlation rho","two.sided",6.51063825626435e-10,1.81163806218958e-11,6.47500756815521e-10
"6668","BLCA","Normal",19,0,0,19,"Macrophages.M1","TMPRSS2",-0.373684210526316,1566,0.115737657611906,"Spearman's rank correlation rho","two.sided",0.276146751713929,0.115737657611906,0.277624164093937
"6669","BRCA","Tumor",1084,0,0,1084,"Macrophages.M1","TMPRSS2",0.0272852695817791,206500790.897653,0.369465466716945,"Spearman's rank correlation rho","two.sided",0.591535321869238,0.369465466716945,0.592627290330558
"6670","BRCA","Normal",113,0,0,113,"Macrophages.M1","TMPRSS2",-0.279313329568769,307628.800481424,0.00273550654536296,"Spearman's rank correlation rho","two.sided",0.015170494450788,0.00273550654536296,0.0152206389831734
"6671","CESC","Tumor",304,0,0,304,"Macrophages.M1","TMPRSS2",-0.261006551101102,5904486.63461375,3.98331044926711e-06,"Spearman's rank correlation rho","two.sided",5.3119156745887e-05,3.98331044926711e-06,5.31925149225208e-05
"6672","CESC","Normal",3,0,0,3,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6673","CHOL","Tumor",36,0,0,36,"Macrophages.M1","TMPRSS2",-0.068983268983269,8306,0.688384872501028,"Spearman's rank correlation rho","two.sided",0.835333112166928,0.688384872501028,0.836692635590367
"6674","CHOL","Normal",9,0,0,9,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6675","COAD","Tumor",447,0,0,447,"Macrophages.M1","TMPRSS2",-0.172999659941957,17460916.3459993,0.00023772885008477,"Spearman's rank correlation rho","two.sided",0.00192146533086305,0.00023772885008477,0.00190811161573984
"6676","COAD","Normal",41,0,0,41,"Macrophages.M1","TMPRSS2",0.0261324041811847,11180,0.870997156174535,"Spearman's rank correlation rho","two.sided",0.936741944882636,0.870997156174535,0.936069064813875
"6677","DLBC","Tumor",48,0,0,48,"Macrophages.M1","TMPRSS2",0.151965701832014,15624.183909447,0.302493857928225,"Spearman's rank correlation rho","two.sided",0.522302776949359,0.302493857928225,0.52378246815956
"6678","DLBC","Normal",0,0,0,0,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6679","ESCA","Tumor",161,0,0,161,"Macrophages.M1","TMPRSS2",0.0599380605536771,653831.880123707,0.450079677365112,"Spearman's rank correlation rho","two.sided",0.663797085026543,0.450079677365112,0.665859293808235
"6680","ESCA","Normal",9,0,0,9,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6681","GBM","Tumor",152,0,0,152,"Macrophages.M1","TMPRSS2",0.0539633477026276,553692.547709997,0.50906510593403,"Spearman's rank correlation rho","two.sided",0.708965065790645,0.50906510593403,0.710484938873765
"6682","GBM","Normal",0,0,0,0,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6683","HNSC","Tumor",500,0,0,500,"Macrophages.M1","TMPRSS2",-0.117814388422034,23287706.6075933,0.00836414456801997,"Spearman's rank correlation rho","two.sided",0.0375471585018878,0.00836414456801997,0.0378129035679236
"6684","HNSC","Normal",44,0,0,44,"Macrophages.M1","TMPRSS2",-0.158139534883721,16434,0.304151532843438,"Spearman's rank correlation rho","two.sided",0.52388516122857,0.304151532843438,0.525305489925165
"6685","KICH","Tumor",65,0,0,65,"Macrophages.M1","TMPRSS2",-0.346022727272727,61594,0.00496141993652654,"Spearman's rank correlation rho","two.sided",0.0247138545154622,0.00496141993652654,0.0248111831558315
"6686","KICH","Normal",24,0,0,24,"Macrophages.M1","TMPRSS2",-0.355120668501407,3116.77753755324,0.0885920650088124,"Spearman's rank correlation rho","two.sided",0.229732623530801,0.0885920650088124,0.231222245272141
"6687","KIRC","Tumor",530,0,0,530,"Macrophages.M1","TMPRSS2",-0.0741196151432616,26651856.1100479,0.0882544467939618,"Spearman's rank correlation rho","two.sided",0.228950463318267,0.0882544467939618,0.230440059613284
"6688","KIRC","Normal",72,0,0,72,"Macrophages.M1","TMPRSS2",-0.123087523666078,69851.5516219354,0.30297410512437,"Spearman's rank correlation rho","two.sided",0.52256461027552,0.30297410512437,0.524016698757664
"6689","KIRP","Tumor",288,0,0,288,"Macrophages.M1","TMPRSS2",0.0139709782163768,3925641.84738236,0.813373879502318,"Spearman's rank correlation rho","two.sided",0.905841336460954,0.813373879502318,0.906020341861621
"6690","KIRP","Normal",32,0,0,32,"Macrophages.M1","TMPRSS2",-0.16625423953979,6363.0831309291,0.363133808263209,"Spearman's rank correlation rho","two.sided",0.584339528045098,0.363133808263209,0.585562903133561
"6691","LGG","Tumor",510,0,0,510,"Macrophages.M1","TMPRSS2",0.151492622386481,18759153.2348414,0.00059777536702049,"Spearman's rank correlation rho","two.sided",0.00420624901506343,0.00059777536702049,0.004194091374153
"6692","LGG","Normal",0,0,0,0,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6693","LIHC","Tumor",371,0,0,371,"Macrophages.M1","TMPRSS2",0.0669356191232505,7941068.34890299,0.198316237129313,"Spearman's rank correlation rho","two.sided",0.399625794081732,0.198316237129313,0.401563719577716
"6694","LIHC","Normal",50,0,0,50,"Macrophages.M1","TMPRSS2",0.0839855942376951,19076,0.560917885409285,"Spearman's rank correlation rho","two.sided",0.748360753854544,0.560917885409285,0.750172010112813
"6695","LUAD","Tumor",512,0,0,512,"Macrophages.M1","TMPRSS2",-0.221522619938233,27324894.2215226,4.12117961808241e-07,"Spearman's rank correlation rho","two.sided",7.02810282858505e-06,4.12117961808241e-07,7.01408609508928e-06
"6696","LUAD","Normal",59,0,0,59,"Macrophages.M1","TMPRSS2",-0.0153711279953244,34746,0.907894108635658,"Spearman's rank correlation rho","two.sided",0.957254172887688,0.907894108635658,0.956705619852629
"6697","LUSC","Tumor",501,0,0,501,"Macrophages.M1","TMPRSS2",0.242515562905561,15875737.5748438,3.86430388039407e-08,"Spearman's rank correlation rho","two.sided",8.01546882519907e-07,3.86430388039407e-08,8.0221735665482e-07
"6698","LUSC","Normal",49,0,0,49,"Macrophages.M1","TMPRSS2",-0.283469387755102,25156,0.0487610847905436,"Spearman's rank correlation rho","two.sided",0.14833537080471,0.0487610847905436,0.149783797364683
"6699","MESO","Tumor",86,0,0,86,"Macrophages.M1","TMPRSS2",0.0959087003663743,95829.1573046662,0.379708720588475,"Spearman's rank correlation rho","two.sided",0.601875696900894,0.379708720588475,0.602850845648177
"6700","MESO","Normal",0,0,0,0,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6701","OV","Tumor",264,0,0,264,"Macrophages.M1","TMPRSS2",-0.135897772498413,3483321.39118818,0.027254580494691,"Spearman's rank correlation rho","two.sided",0.0944775948374546,0.027254580494691,0.0953910317314184
"6702","OV","Normal",0,0,0,0,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6703","PAAD","Tumor",177,0,0,177,"Macrophages.M1","TMPRSS2",-0.0603629611675698,979962,0.424437433910478,"Spearman's rank correlation rho","two.sided",0.642667583219365,0.424437433910478,0.644720462110016
"6704","PAAD","Normal",4,0,0,4,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6705","PCPG","Tumor",178,0,0,178,"Macrophages.M1","TMPRSS2",0.0278771593945397,913726.44944745,0.711845120125355,"Spearman's rank correlation rho","two.sided",0.849221081980004,0.711845120125355,0.850407186370754
"6706","PCPG","Normal",3,0,0,3,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6707","PRAD","Tumor",495,0,0,495,"Macrophages.M1","TMPRSS2",-0.02864749854931,20793574.2864751,0.524850898498883,"Spearman's rank correlation rho","two.sided",0.719831083516903,0.524850898498883,0.721328672083062
"6708","PRAD","Normal",52,0,0,52,"Macrophages.M1","TMPRSS2",-0.336207632545035,31302,0.0152063567975278,"Spearman's rank correlation rho","two.sided",0.06022891381636,0.0152063567975278,0.0606656755756919
"6709","READ","Tumor",159,0,0,159,"Macrophages.M1","TMPRSS2",-0.0880045378552663,728876,0.269676808029764,"Spearman's rank correlation rho","two.sided",0.485935875208711,0.269676808029764,0.487206487918411
"6710","READ","Normal",10,0,0,10,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6711","SARC","Tumor",259,0,0,259,"Macrophages.M1","TMPRSS2",0.0108724613132393,2864137.48357216,0.861759765219846,"Spearman's rank correlation rho","two.sided",0.930611953063496,0.861759765219846,0.930121155801775
"6712","SARC","Normal",2,0,0,2,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6713","SKCMmets","Tumor",367,0,0,367,"Macrophages.M1","TMPRSS2",-0.111112014766396,9153803.00024371,0.033342746422535,"Spearman's rank correlation rho","two.sided",0.110753634461486,0.033342746422535,0.111804926745763
"6714","SKCMmets","Normal",1,0,0,1,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6715","SKCMprimary","Tumor",103,0,0,103,"Macrophages.M1","TMPRSS2",-0.17726204353377,214384.127175674,0.073249713048775,"Spearman's rank correlation rho","two.sided",0.201096860035933,0.073249713048775,0.20248646791827
"6716","SKCMprimary","Normal",0,0,0,0,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6717","STAD","Tumor",374,0,33,374,"Macrophages.M1","TMPRSS2",0.0596933077907811,6214092,0.271512994672631,"Spearman's rank correlation rho","two.sided",0.487741925758995,0.271512994672631,0.488948712398015
"6718","STAD","Normal",30,0,0,30,"Macrophages.M1","TMPRSS2",0.73690066091768,1182.63152917503,3.42079668429797e-06,"Spearman's rank correlation rho","two.sided",4.64950592068791e-05,3.42079668429797e-06,4.66026023627679e-05
"6719","TGCT","Tumor",134,0,0,134,"Macrophages.M1","TMPRSS2",-0.11892998704699,448685.330155908,0.171099613285478,"Spearman's rank correlation rho","two.sided",0.363758235330522,0.171099613285478,0.365413444753097
"6720","TGCT","Normal",0,0,0,0,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6721","THCA","Tumor",502,0,0,502,"Macrophages.M1","TMPRSS2",0.14276444947543,18074169.5133832,0.00134053737412575,"Spearman's rank correlation rho","two.sided",0.00837638333675233,0.00134053737412575,0.008379737741963
"6722","THCA","Normal",58,0,0,58,"Macrophages.M1","TMPRSS2",-0.00418887220239445,32645.1760464276,0.975104325660714,"Spearman's rank correlation rho","two.sided",0.988895087619263,0.975104325660714,0.98853369048679
"6723","THYM","Tumor",119,0,0,119,"Macrophages.M1","TMPRSS2",-0.0949893580835765,307516.811324192,0.304138153154439,"Spearman's rank correlation rho","two.sided",0.52388516122857,0.304138153154439,0.525305489925165
"6724","THYM","Normal",2,0,0,2,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6725","UCEC","Tumor",530,0,0,530,"Macrophages.M1","TMPRSS2",-0.16772171100795,28974381.046204,0.000104609916315276,"Spearman's rank correlation rho","two.sided",0.000942526455639476,0.000104609916315276,0.000938862409943303
"6726","UCEC","Normal",22,0,0,22,"Macrophages.M1","TMPRSS2",0.0288298657968033,1719.94230767386,0.898658072934667,"Spearman's rank correlation rho","two.sided",0.950667553955998,0.898658072934667,0.950269135250789
"6727","UCS","Tumor",56,0,0,56,"Macrophages.M1","TMPRSS2",0.274240404661813,21235.7257595953,0.0408217336652561,"Spearman's rank correlation rho","two.sided",0.129703820102245,0.0408217336652561,0.131026335842629
"6728","UCS","Normal",0,0,0,0,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6729","UVM","Tumor",80,0,0,80,"Macrophages.M1","TMPRSS2",-0.0294111409874793,87829.3585490517,0.795652940552837,"Spearman's rank correlation rho","two.sided",0.900070084315413,0.795652940552837,0.900241141445821
"6730","UVM","Normal",0,0,0,0,"Macrophages.M1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6731","ACC","Tumor",79,0,0,79,"Macrophages.M2","TMPRSS2",-0.418399562973222,116535.70809388,0.00012447158920078,"Spearman's rank correlation rho","two.sided",0.00109967191514745,0.00012447158920078,0.00109448534874666
"6732","ACC","Normal",0,0,0,0,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6733","BLCA","Tumor",408,0,0,408,"Macrophages.M2","TMPRSS2",-0.181600310053393,13375105.8040444,0.000226379637993514,"Spearman's rank correlation rho","two.sided",0.00184615497086762,0.000226379637993514,0.00183397690726479
"6734","BLCA","Normal",19,0,0,19,"Macrophages.M2","TMPRSS2",-0.533333333333333,1748,0.0202874406350216,"Spearman's rank correlation rho","two.sided",0.0754227994619359,0.0202874406350216,0.0759497777562484
"6735","BRCA","Tumor",1084,0,0,1084,"Macrophages.M2","TMPRSS2",-0.0804111962857417,229364025.804112,0.00808005323369877,"Spearman's rank correlation rho","two.sided",0.036524865030428,0.00808005323369877,0.036768607793166
"6736","BRCA","Normal",113,0,0,113,"Macrophages.M2","TMPRSS2",-0.538596553253724,369977.081581604,7.5856930661177e-10,"Spearman's rank correlation rho","two.sided",2.06207664929806e-08,7.5856930661177e-10,2.06684623631081e-08
"6737","CESC","Tumor",304,0,0,304,"Macrophages.M2","TMPRSS2",-0.152963658583661,5398590.91640579,0.00754532114851033,"Spearman's rank correlation rho","two.sided",0.0345542028982536,0.00754532114851033,0.0348104565667037
"6738","CESC","Normal",3,0,0,3,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6739","CHOL","Tumor",36,0,0,36,"Macrophages.M2","TMPRSS2",0.101158301158301,6984,0.555826314266577,"Spearman's rank correlation rho","two.sided",0.744652734846187,0.555826314266577,0.746507666994633
"6740","CHOL","Normal",9,0,0,9,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6741","COAD","Tumor",447,0,0,447,"Macrophages.M2","TMPRSS2",-0.0618543334488236,15806440.8040018,0.191778485707069,"Spearman's rank correlation rho","two.sided",0.389869909741983,0.191778485707069,0.391811055533339
"6742","COAD","Normal",41,0,0,41,"Macrophages.M2","TMPRSS2",-0.0664342013600599,12242.6646316135,0.679835454799203,"Spearman's rank correlation rho","two.sided",0.830058413067586,0.679835454799203,0.831474708700769
"6743","DLBC","Tumor",48,0,0,48,"Macrophages.M2","TMPRSS2",-0.0288833299378342,18956.1464707747,0.845490555522392,"Spearman's rank correlation rho","two.sided",0.922710776924867,0.845490555522392,0.922172062562638
"6744","DLBC","Normal",0,0,0,0,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6745","ESCA","Tumor",161,0,0,161,"Macrophages.M2","TMPRSS2",0.366263457597437,440776.43997183,1.76825867820723e-06,"Spearman's rank correlation rho","two.sided",2.5961021411229e-05,1.76825867820723e-06,2.60587646059992e-05
"6746","ESCA","Normal",9,0,0,9,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6747","GBM","Tumor",152,0,0,152,"Macrophages.M2","TMPRSS2",-0.096843181893135,641955.990125687,0.235267528930719,"Spearman's rank correlation rho","two.sided",0.445530441062311,0.235267528930719,0.446993591551923
"6748","GBM","Normal",0,0,0,0,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6749","HNSC","Tumor",500,0,0,500,"Macrophages.M2","TMPRSS2",-0.180343869904711,24590398.9276923,4.99586946566424e-05,"Spearman's rank correlation rho","two.sided",0.000501241729827922,4.99586946566424e-05,0.000498438470827191
"6750","HNSC","Normal",44,0,0,44,"Macrophages.M2","TMPRSS2",-0.197610909598,16994.0988071956,0.19851655553407,"Spearman's rank correlation rho","two.sided",0.399861877692279,0.19851655553407,0.401794334252168
"6751","KICH","Tumor",65,0,0,65,"Macrophages.M2","TMPRSS2",-0.172552447552448,53656,0.168918301033889,"Spearman's rank correlation rho","two.sided",0.36032505461991,0.168918301033889,0.362027371104731
"6752","KICH","Normal",24,0,0,24,"Macrophages.M2","TMPRSS2",-0.594782608695652,3668,0.00262428957895368,"Spearman's rank correlation rho","two.sided",0.0146871480433781,0.00262428957895368,0.0147422253660243
"6753","KIRC","Tumor",530,0,0,530,"Macrophages.M2","TMPRSS2",0.101541009984622,22293233.8122091,0.0193780966423184,"Spearman's rank correlation rho","two.sided",0.0727650960695319,0.0193780966423184,0.0733133967613489
"6754","KIRC","Normal",72,0,0,72,"Macrophages.M2","TMPRSS2",-0.688725963084443,105032,0,"Spearman's rank correlation rho","two.sided",0,0,0
"6755","KIRP","Tumor",288,0,0,288,"Macrophages.M2","TMPRSS2",-0.0699385923666454,4259708,0.236581317587537,"Spearman's rank correlation rho","two.sided",0.447485507336998,0.236581317587537,0.448928196646432
"6756","KIRP","Normal",32,0,0,32,"Macrophages.M2","TMPRSS2",-0.582478005865103,8634,0.000591450024593016,"Spearman's rank correlation rho","two.sided",0.00417096852154787,0.000591450024593016,0.00415931753405922
"6757","LGG","Tumor",510,0,0,510,"Macrophages.M2","TMPRSS2",-0.0580727218152691,23392310.8340715,0.190414501616925,"Spearman's rank correlation rho","two.sided",0.388678246958984,0.190414501616925,0.390691851112123
"6758","LGG","Normal",0,0,0,0,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6759","LIHC","Tumor",371,0,0,371,"Macrophages.M2","TMPRSS2",0.0887426945248004,7755474,0.0878364258222638,"Spearman's rank correlation rho","two.sided",0.228603215902768,0.0878364258222638,0.230040570386239
"6760","LIHC","Normal",50,0,0,50,"Macrophages.M2","TMPRSS2",-0.167539015606242,24314,0.244049295114173,"Spearman's rank correlation rho","two.sided",0.456721849432555,0.244049295114173,0.458091911372788
"6761","LUAD","Tumor",512,0,0,512,"Macrophages.M2","TMPRSS2",0.22127540377403,17419707.8893623,4.24836075879034e-07,"Spearman's rank correlation rho","two.sided",7.18718691134716e-06,4.24836075879034e-07,7.17028888066947e-06
"6762","LUAD","Normal",59,0,0,59,"Macrophages.M2","TMPRSS2",0.197837521917008,27450,0.132892241050659,"Spearman's rank correlation rho","two.sided",0.304732352315517,0.132892241050659,0.306317623908879
"6763","LUSC","Tumor",501,0,0,501,"Macrophages.M2","TMPRSS2",0.240410877633074,15919848.6211272,5.10017397415583e-08,"Spearman's rank correlation rho","two.sided",1.02665210916472e-06,5.10017397415583e-08,1.02611447241625e-06
"6764","LUSC","Normal",49,0,0,49,"Macrophages.M2","TMPRSS2",0.0744897959183673,18140,0.609969655960082,"Spearman's rank correlation rho","two.sided",0.784110153797449,0.609969655960082,0.786141729587958
"6765","MESO","Tumor",86,0,0,86,"Macrophages.M2","TMPRSS2",-0.121322993207937,118854.630665075,0.265813323227653,"Spearman's rank correlation rho","two.sided",0.481720384345043,0.265813323227653,0.483123467523548
"6766","MESO","Normal",0,0,0,0,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6767","OV","Tumor",264,0,0,264,"Macrophages.M2","TMPRSS2",-0.156645443206391,3546945.78322785,0.0108074420054598,"Spearman's rank correlation rho","two.sided",0.0458002255807662,0.0108074420054598,0.0461137764221727
"6768","OV","Normal",0,0,0,0,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6769","PAAD","Tumor",177,0,0,177,"Macrophages.M2","TMPRSS2",-0.240493152819376,1146434,0.00129924644578653,"Spearman's rank correlation rho","two.sided",0.00815040102726638,0.00129924644578653,0.00815518740144519
"6770","PAAD","Normal",4,0,0,4,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6771","PCPG","Tumor",178,0,0,178,"Macrophages.M2","TMPRSS2",0.0109778479806402,929610.602325405,0.884367218192243,"Spearman's rank correlation rho","two.sided",0.942603866441163,0.884367218192243,0.941878215203518
"6772","PCPG","Normal",3,0,0,3,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6773","PRAD","Tumor",495,0,0,495,"Macrophages.M2","TMPRSS2",0.0778529073677114,18640723.9610735,0.0835649439348053,"Spearman's rank correlation rho","two.sided",0.22120541338714,0.0835649439348053,0.222693245328016
"6774","PRAD","Normal",52,0,0,52,"Macrophages.M2","TMPRSS2",-0.124693176267972,26347.0623472535,0.378446825424864,"Spearman's rank correlation rho","two.sided",0.600623816498893,0.378446825424864,0.601633414777989
"6775","READ","Tumor",159,0,0,159,"Macrophages.M2","TMPRSS2",-0.0406871555770316,697177.139264165,0.610606150072094,"Spearman's rank correlation rho","two.sided",0.784342835340992,0.610606150072094,0.786525963077813
"6776","READ","Normal",10,0,0,10,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6777","SARC","Tumor",259,0,0,259,"Macrophages.M2","TMPRSS2",-0.167012056929624,3379223.45228656,0.00706532988366935,"Spearman's rank correlation rho","two.sided",0.0327553125588052,0.00706532988366935,0.0329939012736653
"6778","SARC","Normal",2,0,0,2,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6779","SKCMmets","Tumor",367,0,0,367,"Macrophages.M2","TMPRSS2",-0.0417487025243964,8582359.17885623,0.425213277920986,"Spearman's rank correlation rho","two.sided",0.64333700988047,0.425213277920986,0.64536117870896
"6780","SKCMmets","Normal",1,0,0,1,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6781","SKCMprimary","Tumor",103,0,0,103,"Macrophages.M2","TMPRSS2",-0.201930786055166,218876.40386379,0.0408070584311305,"Spearman's rank correlation rho","two.sided",0.129703820102245,0.0408070584311305,0.131026335842629
"6782","SKCMprimary","Normal",0,0,0,0,"Macrophages.M2","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA
"6783","STAD","Tumor",374,0,33,374,"Macrophages.M2","TMPRSS2",0.27451407061715,4794431.80320092,2.60649487780711e-07,"Spearman's rank correlation rho","two.sided",4.60553164381418e-06,2.60649487780711e-07,4.60379734812675e-06
