,ACE2,TMPRSS2,PID,Tinfl_gene160.mean,Tinfl_gene160.median,Tinfl_gene160.centered.scaled.mean,Tinfl_gene160.centered.noscale.mean,Tinfl_gene160.nocenter.scaled.mean,Cancer,patient,Aliquot,shortLetterCode,definition,RNAseq.legacy.flag,Sampletype.flag,Plate,Aliquot.flag,Exclude.mets.flag,Clinical.flag,Tissue.Type,Use.in.analysis,Sample.type,Sample
TCGA.XU.A933.01A,3.122258568,4.502018655,TCGA.XU.A933,1.553042,1.503882,-0.9472778,-1.361861,0.2375318,THYM,TCGA-XU-A933,TCGA-XU-A933-01A-11R-A42C-07,TP,Primary solid Tumor,1,1,A42C,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-XU-A933-01A
TCGA.XU.A936.01A,2.362610154,3.18142064,TCGA.XU.A936,3.243977,3.001138,0.206961,0.3290733,0.884874,THYM,TCGA-XU-A936,TCGA-XU-A936-01A-11R-A42C-07,TP,Primary solid Tumor,1,1,A42C,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-XU-A936-01A
TCGA.XU.AAXV.01A,5.81422996,4.636415813,TCGA.XU.AAXV,2.945599,2.839351,0.02783289,0.03069612,0.8082945,THYM,TCGA-XU-AAXV,TCGA-XU-AAXV-01A-11R-A42C-07,TP,Primary solid Tumor,1,1,A42C,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-XU-AAXV-01A
TCGA.XU.AAXW.01A,4.934209814,4.21916852,TCGA.XU.AAXW,3.794307,3.779496,0.6012161,0.8794033,1.109981,THYM,TCGA-XU-AAXW,TCGA-XU-AAXW-01A-11R-A42C-07,TP,Primary solid Tumor,1,1,A42C,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-XU-AAXW-01A
TCGA.XU.AAXX.01A,6.713901978,4.507921465,TCGA.XU.AAXX,3.036109,2.943877,0.07912374,0.1212062,0.8310538,THYM,TCGA-XU-AAXX,TCGA-XU-AAXX-01A-11R-A42C-07,TP,Primary solid Tumor,1,1,A42C,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-XU-AAXX-01A
TCGA.XU.AAXY.01A,5.748270686,1.830944862,TCGA.XU.AAXY,3.762099,3.753782,0.6006788,0.8471961,1.051601,THYM,TCGA-XU-AAXY,TCGA-XU-AAXY-01A-11R-A42C-07,TP,Primary solid Tumor,1,1,A42C,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-XU-AAXY-01A
TCGA.XU.AAXZ.01A,3.869881274,2.900973044,TCGA.XU.AAXZ,5.664828,5.945614,1.900051,2.749925,1.710371,THYM,TCGA-XU-AAXZ,TCGA-XU-AAXZ-01A-11R-A466-07,TP,Primary solid Tumor,1,1,A466,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-XU-AAXZ-01A
TCGA.XU.AAY0.01A,3.181993025,4.407808196,TCGA.XU.AAY0,3.342978,3.341345,0.3261567,0.4280751,0.905855,THYM,TCGA-XU-AAY0,TCGA-XU-AAY0-01A-11R-A42C-07,TP,Primary solid Tumor,1,1,A42C,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-XU-AAY0-01A
TCGA.XU.AAY1.01A,2.564914659,4.870611313,TCGA.XU.AAY1,3.25231,3.355941,0.2472133,0.3374073,0.8819096,THYM,TCGA-XU-AAY1,TCGA-XU-AAY1-01A-11R-A42C-07,TP,Primary solid Tumor,1,1,A42C,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-XU-AAY1-01A
TCGA.XV.A9VZ.01A,3.564853704,3.617721636,TCGA.XV.A9VZ,0.08267075,0.1786195,-2.00899,-2.832232,-0.2276027,SKCMprimary,TCGA-XV-A9VZ,TCGA-XV-A9VZ-01A-11R-A38C-07,TP,Primary solid Tumor,1,1,A38C,1,0,1,Skin,1,Tumor,TCGA-XV-A9VZ-01A
TCGA.XV.A9W2.01A,4.02977973,3.273038394,TCGA.XV.A9W2,1.266041,1.046314,-1.186397,-1.648862,0.1839153,SKCMprimary,TCGA-XV-A9W2,TCGA-XV-A9W2-01A-11R-A39D-07,TP,Primary solid Tumor,1,1,A39D,1,0,1,Skin,1,Tumor,TCGA-XV-A9W2-01A
TCGA.XV.A9W5.01A,2.360869904,4.249870047,TCGA.XV.A9W5,1.700586,1.616061,-0.8780157,-1.214318,0.3435508,SKCMprimary,TCGA-XV-A9W5,TCGA-XV-A9W5-01A-11R-A38C-07,TP,Primary solid Tumor,1,1,A38C,1,0,1,Skin,1,Tumor,TCGA-XV-A9W5-01A
TCGA.XV.AAZV.01A,3.552573811,6.341939506,TCGA.XV.AAZV,3.778754,3.671554,0.593866,0.8638512,1.066448,SKCMprimary,TCGA-XV-AAZV,TCGA-XV-AAZV-01A-11R-A40A-07,TP,Primary solid Tumor,1,1,A40A,1,0,1,Skin,1,Tumor,TCGA-XV-AAZV-01A
TCGA.XV.AAZW.01A,2.122473941,4.676572075,TCGA.XV.AAZW,0.4527058,0.3101868,-1.727477,-2.462197,-0.1109025,SKCMprimary,TCGA-XV-AAZW,TCGA-XV-AAZW-01A-12R-A40A-07,TP,Primary solid Tumor,1,1,A40A,1,0,1,Skin,1,Tumor,TCGA-XV-AAZW-01A
TCGA.XV.AAZY.01A,1.584962501,5.756844499,TCGA.XV.AAZY,2.933866,2.974182,-0.01383518,0.0189632,0.7697143,SKCMprimary,TCGA-XV-AAZY,TCGA-XV-AAZY-01A-12R-A40A-07,TP,Primary solid Tumor,1,1,A40A,1,0,1,Skin,1,Tumor,TCGA-XV-AAZY-01A
TCGA.XV.AB01.06A,1.584962501,5.057580239,TCGA.XV.AB01,2.924684,2.965533,0.000719241,0.009780616,0.7358994,SKCMmets,TCGA-XV-AB01,TCGA-XV-AB01-06A-12R-A40A-07,TM,Metastatic,1,1,A40A,1,0,1,Skin,1,Tumor,TCGA-XV-AB01-06A
TCGA.XX.A899.01A,2.949422875,8.319830154,TCGA.XX.A899,4.769372403,4.786748864,1.279024047,1.854469179,1.450621358,BRCA,TCGA-XX-A899,TCGA-XX-A899-01A-11R-A36F-07,TP,Primary solid Tumor,1,1,A36F,1,0,1,Female,1,Tumor,TCGA-XX-A899-01A
TCGA.XX.A89A.01A,2.761051189,9.654677197,TCGA.XX.A89A,4.601663252,4.510682564,1.175703114,1.686760027,1.36276424,BRCA,TCGA-XX-A89A,TCGA-XX-A89A-01A-11R-A36F-07,TP,Primary solid Tumor,1,1,A36F,1,0,1,Female,1,Tumor,TCGA-XX-A89A-01A
TCGA.XY.A89B.01A,2.516116031,3.077379741,TCGA.XY.A89B,4.593645,4.402285,1.180699,1.678742,1.350465,TGCT,TCGA-XY-A89B,TCGA-XY-A89B-01A-11R-A431-07,TP,Primary solid Tumor,1,1,A431,1,0,1,Male,1,Tumor,TCGA-XY-A89B-01A
TCGA.XY.A8S2.01A,3.109042897,7.267657516,TCGA.XY.A8S2,2.311812,2.155999,-0.4401382,-0.6030912,0.570124,TGCT,TCGA-XY-A8S2,TCGA-XY-A8S2-01A-11R-A431-07,TP,Primary solid Tumor,1,1,A431,1,0,1,Male,1,Tumor,TCGA-XY-A8S2-01A
TCGA.XY.A8S3.01B,8.29595715,7.373500315,TCGA.XY.A8S3,1.157605,0.9178058,-1.200957,-1.757299,0.1320053,TGCT,TCGA-XY-A8S3,TCGA-XY-A8S3-01B-11R-A431-07,TP,Primary solid Tumor,1,1,A431,1,0,1,Male,1,Tumor,TCGA-XY-A8S3-01B
TCGA.XY.A9T9.01A,2.436375082,2.811738172,TCGA.XY.A9T9,3.620705,3.427305,0.4692023,0.7058023,1.039565,TGCT,TCGA-XY-A9T9,TCGA-XY-A9T9-01A-11R-A431-07,TP,Primary solid Tumor,1,1,A431,1,0,1,Male,1,Tumor,TCGA-XY-A9T9-01A
TCGA.Y6.A8TL.01A,2.436801474,15.13248768,TCGA.Y6.A8TL,2.009921,1.820501,-0.6620971,-0.9049819,0.4866631,PRAD,TCGA-Y6-A8TL,TCGA-Y6-A8TL-01A-21R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-Y6-A8TL-01A
TCGA.Y6.A9XI.01A,3.228449313,16.36715023,TCGA.Y6.A9XI,2.006097,1.974635,-0.6280341,-0.9088059,0.44455,PRAD,TCGA-Y6-A9XI,TCGA-Y6-A9XI-01A-11R-A41O-07,TP,Primary solid Tumor,1,1,A41O,1,0,1,Male,1,Tumor,TCGA-Y6-A9XI-01A
TCGA.Y8.A894.01A,8.370142479,7.091699834,TCGA.Y8.A894,0.265909,-0.07762584,-1.850518,-2.648994,-0.1514951,KIRP,TCGA-Y8-A894,TCGA-Y8-A894-01A-11R-A36F-07,TP,Primary solid Tumor,1,1,A36F,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-Y8-A894-01A
TCGA.Y8.A895.01A,11.03727239,4.41986919,TCGA.Y8.A895,2.682632,2.746052,-0.1202434,-0.2322712,0.691058,KIRP,TCGA-Y8-A895,TCGA-Y8-A895-01A-11R-A36F-07,TP,Primary solid Tumor,1,1,A36F,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-Y8-A895-01A
TCGA.Y8.A896.01A,11.25520565,2.631756201,TCGA.Y8.A896,5.029212,5.007818,1.510315,2.114309,1.515552,KIRP,TCGA-Y8-A896,TCGA-Y8-A896-01A-11R-A36F-07,TP,Primary solid Tumor,1,1,A36F,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-Y8-A896-01A
TCGA.Y8.A897.01A,12.19763752,8.944984325,TCGA.Y8.A897,4.073798,3.992795,0.8212261,1.158894,1.160278,KIRP,TCGA-Y8-A897,TCGA-Y8-A897-01A-11R-A36F-07,TP,Primary solid Tumor,1,1,A36F,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-Y8-A897-01A
TCGA.Y8.A898.01A,12.08797989,5.716469675,TCGA.Y8.A898,4.072896,4.117975,0.8371655,1.157993,1.156956,KIRP,TCGA-Y8-A898,TCGA-Y8-A898-01A-11R-A355-07,TP,Primary solid Tumor,1,1,A355,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-Y8-A898-01A
TCGA.Y8.A8RY.01A,12.19015185,5.206983074,TCGA.Y8.A8RY,4.124028,4.127496,0.8890685,1.209125,1.190123,KIRP,TCGA-Y8-A8RY,TCGA-Y8-A8RY-01A-11R-A37K-07,TP,Primary solid Tumor,1,1,A37K,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-Y8-A8RY-01A
TCGA.Y8.A8RY.11A,4.992351511,12.31921203,TCGA.Y8.A8RY,1.216227,0.9535174,-1.158434,-1.698676,0.135072,KIRP,TCGA-Y8-A8RY,TCGA-Y8-A8RY-11A-11R-A37K-07,NT,Solid Tissue Normal,1,1,A37K,1,0,1,Kidney_urinary_bladder,1,Normal,TCGA-Y8-A8RY-11A
TCGA.Y8.A8RZ.01A,11.34047882,7.985284101,TCGA.Y8.A8RZ,2.851552,2.823191,0.02312645,-0.06335136,0.6782067,KIRP,TCGA-Y8-A8RZ,TCGA-Y8-A8RZ-01A-11R-A37K-07,TP,Primary solid Tumor,1,1,A37K,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-Y8-A8RZ-01A
TCGA.Y8.A8S0.01A,8.622044496,5.676405645,TCGA.Y8.A8S0,2.303088,2.236237,-0.3744473,-0.6118152,0.5179574,KIRP,TCGA-Y8-A8S0,TCGA-Y8-A8S0-01A-11R-A37K-07,TP,Primary solid Tumor,1,1,A37K,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-Y8-A8S0-01A
TCGA.Y8.A8S1.01A,8.548548368,6.645916329,TCGA.Y8.A8S1,5.383658,5.14438,1.796263,2.468755,1.583794,KIRP,TCGA-Y8-A8S1,TCGA-Y8-A8S1-01A-11R-A37K-07,TP,Primary solid Tumor,1,1,A37K,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-Y8-A8S1-01A
TCGA.YA.A8S7.01A,2.917030686,9.24199268,TCGA.YA.A8S7,4.600567,4.550659,1.245353,1.685663,1.307564,LIHC,TCGA-YA-A8S7,TCGA-YA-A8S7-01A-11R-A37K-07,TP,Primary solid Tumor,1,1,A37K,1,0,1,Liver_gallbladder,1,Tumor,TCGA-YA-A8S7-01A
TCGA.YB.A89D.01A,8.198950817,10.96979661,TCGA.YB.A89D,4.452384,4.375773,1.097417,1.53748,1.298875,PAAD,TCGA-YB-A89D,TCGA-YB-A89D-01A-12R-A36G-07,TP,Primary solid Tumor,1,1,A36G,1,0,1,Pancreas,1,Tumor,TCGA-YB-A89D-01A
TCGA.YB.A89D.11A,7.176462407,10.38993243,TCGA.YB.A89D,5.270744,5.223472,1.708304,2.355841,1.573541,PAAD,TCGA-YB-A89D,TCGA-YB-A89D-11A-11R-A36G-07,NT,Solid Tissue Normal,1,1,A36G,1,0,1,Pancreas,1,Normal,TCGA-YB-A89D-11A
TCGA.YC.A89H.01A,2.772286858,10.36340108,TCGA.YC.A89H,2.948356646,3.033239768,0.003652112,0.033453421,0.762407996,BLCA,TCGA-YC-A89H,TCGA-YC-A89H-01A-11R-A36F-07,TP,Primary solid Tumor,1,1,A36F,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-YC-A89H-01A
TCGA.YC.A8S6.01A,2.503984704,9.446750417,TCGA.YC.A8S6,3.59113407,3.646963789,0.507689064,0.676230845,1.013239198,BLCA,TCGA-YC-A8S6,TCGA-YC-A8S6-01A-31R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-YC-A8S6-01A
TCGA.YC.A9TC.01A,2.276883715,8.71829312,TCGA.YC.A9TC,1.818521249,1.829950683,-0.730438086,-1.096381975,0.373611814,BLCA,TCGA-YC-A9TC,TCGA-YC-A9TC-01A-22R-A39I-07,TP,Primary solid Tumor,1,1,A39I,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-YC-A9TC-01A
TCGA.YD.A89C.06A,2.243029231,2.485632912,TCGA.YD.A89C,1.474412,1.506076,-0.9926591,-1.440491,0.2679119,SKCMmets,TCGA-YD-A89C,TCGA-YD-A89C-06A-11R-A37K-07,TM,Metastatic,1,1,A37K,1,0,1,Skin,1,Tumor,TCGA-YD-A89C-06A
TCGA.YD.A9TA.06A,3.380604786,7.141504319,TCGA.YD.A9TA,3.52588,3.550209,0.403349,0.6109771,1.000437,SKCMmets,TCGA-YD-A9TA,TCGA-YD-A9TA-06A-11R-A39D-07,TM,Metastatic,1,1,A39D,1,0,1,Skin,1,Tumor,TCGA-YD-A9TA-06A
TCGA.YD.A9TB.06A,2.749620076,5.350005657,TCGA.YD.A9TB,2.754027,2.52981,-0.1392161,-0.1608761,0.7154398,SKCMmets,TCGA-YD-A9TB,TCGA-YD-A9TB-06A-12R-A40A-07,TM,Metastatic,1,1,A40A,1,0,1,Skin,1,Tumor,TCGA-YD-A9TB-06A
TCGA.YF.AA3L.01A,3.284321643,11.35946407,TCGA.YF.AA3L,1.415789333,1.45755395,-1.007065834,-1.499113892,0.215592896,BLCA,TCGA-YF-AA3L,TCGA-YF-AA3L-01A-11R-A38B-07,TP,Primary solid Tumor,1,1,A38B,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-YF-AA3L-01A
TCGA.YF.AA3M.01A,3.711605032,7.773007297,TCGA.YF.AA3M,1.248970403,1.096236078,-1.128782858,-1.665932821,0.167933661,BLCA,TCGA-YF-AA3M,TCGA-YF-AA3M-01A-11R-A42T-07,TP,Primary solid Tumor,1,1,A42T,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-YF-AA3M-01A
TCGA.YG.AA3N.01A,2.526294215,2.658348604,TCGA.YG.AA3N,3.845273,3.609013,0.6159315,0.9303695,1.078413,SKCMprimary,TCGA-YG-AA3N,TCGA-YG-AA3N-01A-11R-A38C-07,TP,Primary solid Tumor,1,1,A38C,1,0,1,Skin,1,Tumor,TCGA-YG-AA3N-01A
TCGA.YG.AA3O.06A,1.878136767,4.289908221,TCGA.YG.AA3O,2.097767,1.87827,-0.5964,-0.8171358,0.4977491,SKCMmets,TCGA-YG-AA3O,TCGA-YG-AA3O-06A-11R-A38C-07,TM,Metastatic,1,1,A38C,1,0,1,Skin,1,Tumor,TCGA-YG-AA3O-06A
TCGA.YG.AA3P.06A,4.363255197,1.584962501,TCGA.YG.AA3P,0.8633101,0.7461566,-1.443676,-2.051593,0.05688434,SKCMmets,TCGA-YG-AA3P,TCGA-YG-AA3P-06A-11R-A38C-07,TM,Metastatic,1,1,A38C,1,0,1,Skin,1,Tumor,TCGA-YG-AA3P-06A
TCGA.YH.A8SY.01A,6.415484891,11.3836017,TCGA.YH.A8SY,3.467908,3.333596,0.4013748,0.5530046,0.9464864,PAAD,TCGA-YH-A8SY,TCGA-YH-A8SY-01A-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Pancreas,1,Tumor,TCGA-YH-A8SY-01A
TCGA.YJ.A8SW.01A,3.626731151,16.54955908,TCGA.YJ.A8SW,1.888913,1.880116,-0.7388605,-1.025991,0.4256902,PRAD,TCGA-YJ-A8SW,TCGA-YJ-A8SW-01A-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YJ-A8SW-01A
TCGA.YL.A8HJ.01A,2.590745719,13.27182191,TCGA.YL.A8HJ,3.617052,3.524511,0.4795165,0.7021486,1.023671,PRAD,TCGA-YL-A8HJ,TCGA-YL-A8HJ-01A-11R-A36G-07,TP,Primary solid Tumor,1,1,A36G,1,0,1,Male,1,Tumor,TCGA-YL-A8HJ-01A
TCGA.YL.A8HK.01A,2.793354901,12.8404829,TCGA.YL.A8HK,2.992666,2.973573,0.03836606,0.07776295,0.8055509,PRAD,TCGA-YL-A8HK,TCGA-YL-A8HK-01A-11R-A36G-07,TP,Primary solid Tumor,1,1,A36G,1,0,1,Male,1,Tumor,TCGA-YL-A8HK-01A
TCGA.YL.A8HL.01A,2.568956301,13.74664028,TCGA.YL.A8HL,1.269193,1.099414,-1.153712,-1.64571,0.173306,PRAD,TCGA-YL-A8HL,TCGA-YL-A8HL-01A-11R-A36G-07,TP,Primary solid Tumor,1,1,A36G,1,0,1,Male,1,Tumor,TCGA-YL-A8HL-01A
TCGA.YL.A8HM.01A,3.783980414,14.93292522,TCGA.YL.A8HM,3.76655,3.546532,0.5584958,0.8516464,1.085546,PRAD,TCGA-YL-A8HM,TCGA-YL-A8HM-01A-11R-A36G-07,TP,Primary solid Tumor,1,1,A36G,1,0,1,Male,1,Tumor,TCGA-YL-A8HM-01A
TCGA.YL.A8HO.01A,3.865997973,15.06390061,TCGA.YL.A8HO,4.154243,4.01641,0.8817363,1.239339,1.201027,PRAD,TCGA-YL-A8HO,TCGA-YL-A8HO-01A-11R-A36G-07,TP,Primary solid Tumor,1,1,A36G,1,0,1,Male,1,Tumor,TCGA-YL-A8HO-01A
TCGA.YL.A8S8.01A,2.364516404,15.80825532,TCGA.YL.A8S8,2.455862,2.287858,-0.3434914,-0.4590415,0.6220897,PRAD,TCGA-YL-A8S8,TCGA-YL-A8S8-01A-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A8S8-01A
TCGA.YL.A8S9.01A,2.628120327,16.52401058,TCGA.YL.A8S9,0.6358269,0.4742293,-1.580068,-2.279076,-0.0392572,PRAD,TCGA-YL-A8S9,TCGA-YL-A8S9-01A-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A8S9-01A
TCGA.YL.A8SA.01A,3.232261658,14.83156456,TCGA.YL.A8SA,1.688873,1.555664,-0.9011386,-1.22603,0.3410616,PRAD,TCGA-YL-A8SA,TCGA-YL-A8SA-01A-21R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A8SA-01A
TCGA.YL.A8SB.01A,3.532454115,15.17268143,TCGA.YL.A8SB,2.835208,2.769926,-0.0582279,-0.07969536,0.7471063,PRAD,TCGA-YL-A8SB,TCGA-YL-A8SB-01A-31R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A8SB-01A
TCGA.YL.A8SC.01A,2.991680562,14.46994065,TCGA.YL.A8SC,3.561082,3.434536,0.4162442,0.6461788,1.011724,PRAD,TCGA-YL-A8SC,TCGA-YL-A8SC-01A-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A8SC-01A
TCGA.YL.A8SH.01B,3.449970685,15.17648874,TCGA.YL.A8SH,2.433786,2.340504,-0.3616625,-0.4811173,0.6150088,PRAD,TCGA-YL-A8SH,TCGA-YL-A8SH-01B-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A8SH-01B
TCGA.YL.A8SI.01A,2.008451033,15.08914423,TCGA.YL.A8SI,2.802813,2.592146,-0.05062922,-0.1120904,0.7277545,PRAD,TCGA-YL-A8SI,TCGA-YL-A8SI-01A-11R-A41O-07,TP,Primary solid Tumor,1,1,A41O,1,0,1,Male,1,Tumor,TCGA-YL-A8SI-01A
TCGA.YL.A8SJ.01B,3.711627056,14.19150652,TCGA.YL.A8SJ,1.953238,1.913918,-0.668394,-0.9616657,0.425472,PRAD,TCGA-YL-A8SJ,TCGA-YL-A8SJ-01B-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A8SJ-01B
TCGA.YL.A8SK.01B,4.624323191,14.81719853,TCGA.YL.A8SK,3.108627,3.073757,0.1078637,0.1937239,0.8597211,PRAD,TCGA-YL-A8SK,TCGA-YL-A8SK-01B-21R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A8SK-01B
TCGA.YL.A8SL.01B,3.152345693,15.00706232,TCGA.YL.A8SL,1.552442,1.420891,-0.9706897,-1.362461,0.3072425,PRAD,TCGA-YL-A8SL,TCGA-YL-A8SL-01B-21R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A8SL-01B
TCGA.YL.A8SO.01B,3.981852653,14.65942178,TCGA.YL.A8SO,2.329568,2.156206,-0.4083399,-0.5853356,0.5610831,PRAD,TCGA-YL-A8SO,TCGA-YL-A8SO-01B-31R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A8SO-01B
TCGA.YL.A8SP.01B,3.087717412,14.90132889,TCGA.YL.A8SP,0.9579473,0.6302552,-1.35106,-1.956956,0.06310125,PRAD,TCGA-YL-A8SP,TCGA-YL-A8SP-01B-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A8SP-01B
TCGA.YL.A8SQ.01B,2.775303439,15.73321927,TCGA.YL.A8SQ,2.976644,2.825357,0.02082773,0.06174094,0.8060884,PRAD,TCGA-YL-A8SQ,TCGA-YL-A8SQ-01B-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A8SQ-01B
TCGA.YL.A8SR.01B,3.46662712,15.94516489,TCGA.YL.A8SR,1.831192,1.63489,-0.772902,-1.083711,0.3875837,PRAD,TCGA-YL-A8SR,TCGA-YL-A8SR-01B-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A8SR-01B
TCGA.YL.A9WH.01A,3.504925423,14.27542616,TCGA.YL.A9WH,1.909813,1.77825,-0.7155537,-1.00509,0.4089822,PRAD,TCGA-YL-A9WH,TCGA-YL-A9WH-01A-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A9WH-01A
TCGA.YL.A9WI.01A,2.162113338,15.97086534,TCGA.YL.A9WI,2.057912,1.950561,-0.6185797,-0.8569909,0.4835118,PRAD,TCGA-YL-A9WI,TCGA-YL-A9WI-01A-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A9WI-01A
TCGA.YL.A9WJ.01A,3.252839491,15.15974916,TCGA.YL.A9WJ,3.431038,3.322687,0.3442274,0.516135,0.9728246,PRAD,TCGA-YL-A9WJ,TCGA-YL-A9WJ-01A-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A9WJ-01A
TCGA.YL.A9WK.01A,3.085679587,15.78382955,TCGA.YL.A9WK,3.20491,3.148319,0.1917446,0.2900067,0.8934099,PRAD,TCGA-YL-A9WK,TCGA-YL-A9WK-01A-11R-A37L-07,TP,Primary solid Tumor,1,1,A37L,1,0,1,Male,1,Tumor,TCGA-YL-A9WK-01A
TCGA.YL.A9WL.01A,1.960882345,14.81025029,TCGA.YL.A9WL,1.430406,1.188022,-1.046167,-1.484497,0.2377909,PRAD,TCGA-YL-A9WL,TCGA-YL-A9WL-01A-11R-A41O-07,TP,Primary solid Tumor,1,1,A41O,1,0,1,Male,1,Tumor,TCGA-YL-A9WL-01A
TCGA.YL.A9WX.01A,3.817080866,13.70557839,TCGA.YL.A9WX,3.370379,3.183341,0.3224265,0.455476,0.9475914,PRAD,TCGA-YL-A9WX,TCGA-YL-A9WX-01A-21R-A41O-07,TP,Primary solid Tumor,1,1,A41O,1,0,1,Male,1,Tumor,TCGA-YL-A9WX-01A
TCGA.YL.A9WY.01A,3.697117698,14.2939314,TCGA.YL.A9WY,4.441313,4.438765,1.063743,1.52641,1.306252,PRAD,TCGA-YL-A9WY,TCGA-YL-A9WY-01A-11R-A41O-07,TP,Primary solid Tumor,1,1,A41O,1,0,1,Male,1,Tumor,TCGA-YL-A9WY-01A
TCGA.YR.A95A.01A,10.38779117,12.35551628,TCGA.YR.A95A,2.231762,2.094736,-0.517212,-0.6831413,0.546326,CHOL,TCGA-YR-A95A,TCGA-YR-A95A-01A-12R-A41I-07,TP,Primary solid Tumor,1,1,A41I,1,0,1,Liver_gallbladder,1,Tumor,TCGA-YR-A95A-01A
TCGA.YS.A95B.01A,1.755101219,2.393196512,TCGA.YS.A95B,1.092069,0.940473,-1.255615,-1.822834,0.1151057,MESO,TCGA-YS-A95B,TCGA-YS-A95B-01A-11R-A40A-07,TP,Primary solid Tumor,1,1,A40A,1,0,1,Lung,1,Tumor,TCGA-YS-A95B-01A
TCGA.YS.A95C.01A,2.736778032,1.584962501,TCGA.YS.A95C,3.02346,2.918972,0.1015241,0.1085567,0.7886844,MESO,TCGA-YS-A95C,TCGA-YS-A95C-01A-11R-A40A-07,TP,Primary solid Tumor,1,1,A40A,1,0,1,Lung,1,Tumor,TCGA-YS-A95C-01A
TCGA.YS.AA4M.01A,2.074368422,2.730074722,TCGA.YS.AA4M,5.120203,4.87323,1.51429,2.2053,1.565482,MESO,TCGA-YS-AA4M,TCGA-YS-AA4M-01A-11R-A40A-07,TP,Primary solid Tumor,1,1,A40A,1,0,1,Lung,1,Tumor,TCGA-YS-AA4M-01A
TCGA.YT.A95D.01A,3.664118707,2.704606413,TCGA.YT.A95D,3.62097,3.763134,0.5356826,0.7060673,0.9707986,THYM,TCGA-YT-A95D,TCGA-YT-A95D-01A-11R-A42C-07,TP,Primary solid Tumor,1,1,A42C,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-YT-A95D-01A
TCGA.YT.A95E.01A,2.314754522,5.231363283,TCGA.YT.A95E,2.805758,2.894625,-0.06941925,-0.1091453,0.7288195,THYM,TCGA-YT-A95E,TCGA-YT-A95E-01A-11R-A42C-07,TP,Primary solid Tumor,1,1,A42C,1,0,1,Lymphoid_tissues,1,Tumor,TCGA-YT-A95E-01A
